cluster,material,material_binary,X_Coord,Y_Coord
4,pottery,non-soil,667069.0095,9238768.502
6,pottery,non-soil,667075.0799,9238769.582
5,pottery,non-soil,667092.3903,9238788.072
6,pottery,non-soil,667070.6653,9238767.476
3,pottery,non-soil,667046.1997,9238790.254
2,pottery,non-soil,667073.1312,9238771.399
7,soil,soil,667096.5373,9238679.111
5,pottery,non-soil,667070.1882,9238768.999
-1,soil,soil,,
5,pottery,non-soil,667091.8401,9238787.842
7,soil,soil,667096.8779,9238798.026
7,soil,soil,667098.7751,9238803.944
4,pottery,non-soil,667063.2181,9238769.827
4,pottery,non-soil,667067.1986,9238772.38
3,pottery,non-soil,667250.6006,9238261.723
7,metal,non-soil,667282.6516,9239152.463
5,pottery,non-soil,667071.7394,9238770.096
4,pottery,non-soil,667065.5708,9238771.255
4,pottery,non-soil,667092.8377,9238791.069
-1,slag,non-soil,666952.291,9239247.655
6,pottery,non-soil,667089.9788,9238783.812
-1,pottery,non-soil,667111.8642,9238689.753
7,metal,non-soil,667239.168,9239120.122
1,pottery,non-soil,667129.5881,9238116.144
4,pottery,non-soil,667068.1464,9238771.847
2,pottery,non-soil,667071.6532,9238768.519
4,pottery,non-soil,667072.9266,9238765.65
3,pottery,non-soil,667203.659,9238324.616
3,pottery,non-soil,667096.4635,9238861.195
3,pottery,non-soil,667106.9565,9238855.885
3,pottery,non-soil,667431.8753,9238630.622
6,pottery,non-soil,667065.2259,9238767.96
-1,pottery,non-soil,667069.1674,9238801.735
3,pottery,non-soil,667086.4977,9238868.99
3,pottery,non-soil,667304.1973,9238357.104
-1,pottery,non-soil,667067.3496,9238803.646
-1,slag,non-soil,666916.164,9239298.99
4,pottery,non-soil,667091.8165,9238788.18
-1,slag,non-soil,666963.5879,9239314.238
3,pottery,non-soil,667111.3442,9238860.869
3,pottery,non-soil,667171.2665,9238105.275
3,pottery,non-soil,667190.2024,9237744.706
5,pottery,non-soil,667074.8217,9238772.28
3,pottery,non-soil,667068.5121,9238764.793
6,pottery,non-soil,667074.7121,9238772.14
4,pottery,non-soil,667071.1608,9238768.28
-1,soil,soil,667074.14,9238771.888
5,soil,soil,667047.6616,9238776.141
3,pottery,non-soil,667071.4061,9238815.238
4,pottery,non-soil,667073.1566,9238763.169
6,pottery,non-soil,667072.5737,9238762.143
1,pottery,non-soil,667119.3564,9238890.79
5,pottery,non-soil,667062.959,9238769.031
5,pottery,non-soil,667067.3554,9238771.105
-1,pottery,non-soil,667424.7558,9238604.764
-1,slag,non-soil,666945.8373,9239303.414
6,pottery,non-soil,667070.0049,9238759.511
3,pottery,non-soil,667110.2479,9238859.759
3,pottery,non-soil,667303.9371,9238477.415
5,pottery,non-soil,667075.1983,9238770.693
5,pottery,non-soil,667072.8216,9238769.502
-1,slag,non-soil,666953.8905,9239286.957
6,pottery,non-soil,667072.068,9238769.109
-1,slag,non-soil,666944.3312,9239310.523
4,pottery,non-soil,667072.0023,9238770.214
6,pottery,non-soil,667063.5659,9238772.727
6,pottery,non-soil,667074.6573,9238769.91
6,pottery,non-soil,667073.9221,9238770.781
-1,slag,non-soil,666953.3997,9239316.509
4,pottery,non-soil,667072.1777,9238770.096
-1,pottery,non-soil,667089.8292,9238785.372
3,pottery,non-soil,667107.3854,9238909.174
7,soil,soil,667101.4432,9238866.474
-1,soil,soil,667073.1789,9238771.325
2,soil,soil,667063.8878,9238772.485
6,pottery,non-soil,667073.5827,9238760.877
-1,slag,non-soil,666921.0849,9239299.487
-1,slag,non-soil,666937.536,9239315.096
4,pottery,non-soil,667064.4498,9238771.238
5,pottery,non-soil,667067.5595,9238769.447
6,pottery,non-soil,667090.0056,9238788.456
1,pottery,non-soil,667144.277,9237999.068
6,pottery,non-soil,667074.8624,9238771.146
4,pottery,non-soil,667074.5665,9238770.304
6,pottery,non-soil,667072.1207,9238802.156
5,pottery,non-soil,667070.1655,9238768.422
-1,metal,non-soil,667277.9089,9239133.047
6,pottery,non-soil,667093.3194,9238784.132
3,pottery,non-soil,667080.3501,9238862.783
0,pottery,non-soil,667109.5748,9238887.59
5,pottery,non-soil,667092.5072,9238790.379
7,soil,soil,666944.4832,9238700.687
6,pottery,non-soil,667095.0368,9238792.816
6,pottery,non-soil,667073.7301,9238772.273
6,pottery,non-soil,667095.2022,9238794.176
3,pottery,non-soil,667092.8422,9238861.876
4,pottery,non-soil,667074.3526,9238770.091
3,pottery,non-soil,667046.1997,9238790.254
6,pottery,non-soil,667073.9657,9238770.443
3,pottery,non-soil,667274.0146,9238399.579
5,pottery,non-soil,667095.2767,9238788.76
0,pottery,non-soil,667084.48,9238784.056
4,pottery,non-soil,667071.7089,9238768.338
-1,metal,non-soil,667273.2865,9239134.568
4,pottery,non-soil,667092.3459,9238788.458
1,pottery,non-soil,667084.48,9238784.056
4,pottery,non-soil,667089.7354,9238794.372
3,pottery,non-soil,667095.7838,9238781.495
5,pottery,non-soil,667072.869,9238771.068
3,pottery,non-soil,667159.2003,9238208.144
3,pottery,non-soil,667029.2543,9238716.621
4,pottery,non-soil,667075.0611,9238772.229
5,pottery,non-soil,667070.8835,9238804.548
5,pottery,non-soil,667090.394,9238792.992
7,soil,soil,667091.172,9238801.761
4,pottery,non-soil,667074.3668,9238771.642
5,pottery,non-soil,667071.2397,9238799.943
6,pottery,non-soil,667071.676,9238769.013
3,pottery,non-soil,667029.2543,9238716.621
5,pottery,non-soil,667091.4595,9238785.558
6,pottery,non-soil,667073.2,9238768.128
3,pottery,non-soil,667187.2328,9238242.463
6,pottery,non-soil,667104.2927,9238688.649
-1,slag,non-soil,666960.71,9239241.501
5,pottery,non-soil,667068.642,9238773.05
3,pottery,non-soil,667177.4571,9238083.789
3,pottery,non-soil,667095.0875,9238868.209
6,pottery,non-soil,667073.2497,9238773.176
4,pottery,non-soil,667090.2335,9238795.478
4,pottery,non-soil,667074.0652,9238768.083
-1,slag,non-soil,666941.5994,9239306.671
6,pottery,non-soil,667073.964,9238772.855
5,pottery,non-soil,667090.7468,9238791.036
4,pottery,non-soil,667074.3446,9238770.657
6,pottery,non-soil,667073.6741,9238762.718
5,pottery,non-soil,667088.5497,9238786.778
5,pottery,non-soil,667063.5865,9238771.283
6,pottery,non-soil,667066.4126,9238799.633
3,pottery,non-soil,667046.9894,9238781.209
4,pottery,non-soil,667094.9135,9238784.175
7,soil,soil,666948.9233,9238699.61
4,pottery,non-soil,667066.092,9238774.031
2,pottery,non-soil,667090.3187,9238790.126
6,pottery,non-soil,667065.4322,9238773.397
3,pottery,non-soil,667029.2543,9238716.621
3,pottery,non-soil,667084.48,9238784.056
2,pottery,non-soil,667072.4244,9238769.282
3,pottery,non-soil,667118.3494,9238893.318
5,pottery,non-soil,667092.8309,9238790.224
3,pottery,non-soil,667056.386,9238792.418
-1,slag,non-soil,666959.7876,9239305.668
5,pottery,non-soil,667074.745,9238772.213
5,pottery,non-soil,667095.2267,9238792.993
5,pottery,non-soil,667094.8195,9238794.669
5,pottery,non-soil,667091.0024,9238787.722
1,pottery,non-soil,667096.1513,9238871.387
5,pottery,non-soil,667073.3239,9238761.402
4,pottery,non-soil,667068.5346,9238799.675
4,pottery,non-soil,667073.6755,9238767.912
4,pottery,non-soil,667089.7603,9238788.403
6,pottery,non-soil,667062.9188,9238771.141
5,pottery,non-soil,667071.8576,9238764.624
6,pottery,non-soil,667095.0823,9238791.722
3,pottery,non-soil,667175.6497,9238128.901
3,pottery,non-soil,667348.7676,9238494.061
5,pottery,non-soil,667072.0562,9238770.43
3,pottery,non-soil,667162.8485,9237775.368
-1,metal,non-soil,667249.9665,9239113.373
6,pottery,non-soil,667072.2856,9238770.528
6,pottery,non-soil,667073.614,9238771.998
-1,soil,soil,,
1,pottery,non-soil,667218.5516,9238315.867
5,pottery,non-soil,667074.7151,9238771.251
0,pottery,non-soil,667056.386,9238792.418
4,pottery,non-soil,667066.8338,9238768.809
-1,slag,non-soil,666930.4766,9239298.625
3,pottery,non-soil,667108.7417,9238861.612
3,pottery,non-soil,667087.5282,9238865.812
3,pottery,non-soil,667071.062,9238805.682
6,pottery,non-soil,667067.3505,9238812.926
6,pottery,non-soil,667067.812,9238767.859
0,pottery,non-soil,667097.7409,9238918.344
6,pottery,non-soil,667074.3186,9238764.729
6,pottery,non-soil,667090.3291,9238787.002
6,pottery,non-soil,667068.5717,9238767.742
3,pottery,non-soil,667099.7397,9238865.383
5,pottery,non-soil,667095.4059,9238795.103
-1,slag,non-soil,666954.532,9239252.223
5,pottery,non-soil,667075.0377,9238771.066
0,pottery,non-soil,667052.4749,9238761.885
6,pottery,non-soil,667073.521,9238772.747
6,pottery,non-soil,667070.6344,9238799.826
7,metal,non-soil,667248.4072,9239124.211
5,pottery,non-soil,667092.7298,9238791.267
4,pottery,non-soil,667070.6107,9238773.453
-1,soil,soil,,
-1,slag,non-soil,666916.9808,9239274.188
0,pottery,non-soil,667068.5121,9238764.793
-1,slag,non-soil,666923.1117,9239300.447
3,pottery,non-soil,667084.48,9238784.056
5,pottery,non-soil,667073.404,9238766.566
3,pottery,non-soil,667087.1198,9238867.974
4,pottery,non-soil,667071.7871,9238803.042
5,pottery,non-soil,667062.5179,9238773.876
3,pottery,non-soil,667029.2543,9238716.621
3,pottery,non-soil,667100.2429,9238855.966
5,pottery,non-soil,667072.2486,9238772.056
3,pottery,non-soil,667150.8352,9237833.108
5,pottery,non-soil,667072.4775,9238769.819
5,pottery,non-soil,667072.3253,9238772.873
5,pottery,non-soil,667089.1943,9238785.62
6,pottery,non-soil,667073.4089,9238771.116
3,pottery,non-soil,667069.7488,9238811.616
5,pottery,non-soil,667072.1169,9238772.387
7,soil,soil,666944.6582,9238699.251
-1,soil,soil,,
0,pottery,non-soil,667103.0611,9238874.272
-1,soil,soil,,
6,pottery,non-soil,667094.311,9238791.915
3,pottery,non-soil,667167.7646,9237911.485
-1,soil,soil,,
5,pottery,non-soil,667072.7699,9238772.795
5,pottery,non-soil,667068.3195,9238770.001
4,pottery,non-soil,667072.3124,9238768.563
5,pottery,non-soil,667074.2992,9238769.028
-1,slag,non-soil,666953.7194,9239291.893
4,pottery,non-soil,667093.4542,9238789.146
4,pottery,non-soil,667102.0574,9238698.898
3,pottery,non-soil,667187.4175,9238246.718
5,pottery,non-soil,667073.2775,9238762.706
4,pottery,non-soil,667072.2158,9238773.053
-1,soil,soil,666947.3161,9238702.634
6,pottery,non-soil,667071.2701,9238800.426
3,pottery,non-soil,667029.2543,9238716.621
6,pottery,non-soil,667062.7969,9238774.212
6,pottery,non-soil,667072.5125,9238769.966
3,pottery,non-soil,667083.3029,9238860.596
3,pottery,non-soil,667194.0982,9238118.871
4,pottery,non-soil,667067.5257,9238771.85
-1,pottery,non-soil,667105.8404,9238692.331
7,metal,non-soil,667263.741,9239159.918
5,pottery,non-soil,667102.5565,9238692.638
4,pottery,non-soil,667068.4165,9238767.925
-1,slag,non-soil,666931.9723,9239239.863
6,pottery,non-soil,667074.4146,9238764.118
4,pottery,non-soil,667073.4769,9238768.834
5,pottery,non-soil,667071.2178,9238761.068
-1,slag,non-soil,666970.0142,9239244.94
6,pottery,non-soil,667071.6909,9238770.8
5,pottery,non-soil,667074.9639,9238771.332
2,pottery,non-soil,667065.0787,9238773.612
4,pottery,non-soil,667091.4877,9238792.796
4,pottery,non-soil,667065.3601,9238768.7
3,pottery,non-soil,667105.0806,9238891.616
-1,pottery,non-soil,667108.5235,9238695.622
5,pottery,non-soil,667073.3323,9238762.019
3,pottery,non-soil,667085.7399,9238866.716
4,pottery,non-soil,667091.8774,9238791.152
0,pottery,non-soil,667330.0959,9238412.925
6,pottery,non-soil,667091.6239,9238782.846
3,pottery,non-soil,667079.4801,9238862.545
3,pottery,non-soil,667090.5504,9238864.499
6,pottery,non-soil,667074.8017,9238772.853
6,pottery,non-soil,667073.2607,9238764.593
5,pottery,non-soil,667071.6654,9238771.092
-1,slag,non-soil,666962.3386,9239290.672
5,pottery,non-soil,667073.7855,9238770.386
4,pottery,non-soil,667092.1704,9238789.855
6,pottery,non-soil,667093.3431,9238794.564
-1,soil,soil,,
3,pottery,non-soil,667271.3948,9238468.558
5,pottery,non-soil,667074.5637,9238767.78
4,pottery,non-soil,667074.2125,9238764.075
-1,metal,non-soil,,
4,pottery,non-soil,667074.3106,9238763.681
5,pottery,non-soil,667092.9517,9238787.818
-1,metal,non-soil,667271.3275,9239157.105
6,pottery,non-soil,667109.5318,9238697.807
5,pottery,non-soil,667070.6423,9238768.59
6,pottery,non-soil,667110.6905,9238688.171
6,pottery,non-soil,667068.0158,9238804.594
6,pottery,non-soil,667070.978,9238768.99
4,pottery,non-soil,667089.3977,9238791.768
5,pottery,non-soil,667073.6281,9238770.715
4,pottery,non-soil,667071.2075,9238802.059
2,pottery,non-soil,667095.5848,9238791.774
3,pottery,non-soil,667084.48,9238784.056
4,pottery,non-soil,667093.9844,9238791.14
5,pottery,non-soil,667073.023,9238769.942
-1,metal,non-soil,667251.6343,9239139.207
5,pottery,non-soil,667070.2933,9238768.882
3,pottery,non-soil,667095.9767,9238917.367
5,pottery,non-soil,667064.5282,9238773.269
5,pottery,non-soil,667089.6138,9238793.027
5,pottery,non-soil,667071.0302,9238763.078
6,pottery,non-soil,667071.0506,9238766.348
4,pottery,non-soil,667069.1422,9238800.451
3,pottery,non-soil,667283.534,9238403.711
5,pottery,non-soil,667069.6825,9238770.686
6,pottery,non-soil,667091.6873,9238784.902
6,pottery,non-soil,667093.4331,9238783.789
5,soil,soil,667073.3894,9238770.487
5,pottery,non-soil,667092.0863,9238786.861
7,slag,non-soil,666963.0676,9239268.02
5,pottery,non-soil,667071.2621,9238759.55
5,pottery,non-soil,667074.8235,9238769.952
5,pottery,non-soil,667069.0714,9238798.847
5,pottery,non-soil,667074.5323,9238770.199
7,soil,soil,667089.9118,9238873.879
6,pottery,non-soil,667093.3355,9238791.731
6,pottery,non-soil,667071.4856,9238765.341
6,pottery,non-soil,667094.2675,9238792.715
4,pottery,non-soil,667063.2296,9238771.739
6,pottery,non-soil,667062.7343,9238769.268
6,pottery,non-soil,667072.1762,9238763.156
6,pottery,non-soil,667072.8893,9238768.577
5,pottery,non-soil,667093.9334,9238794.881
2,soil,soil,667069.5805,9238769.761
6,pottery,non-soil,667064.5204,9238770.327
6,pottery,non-soil,667095.5316,9238789.861
-1,soil,soil,667096.6752,9238676.86
7,metal,non-soil,667251.1572,9239149.561
6,pottery,non-soil,667074.1731,9238770.666
6,pottery,non-soil,667068.4242,9238772.747
3,pottery,non-soil,667093.3616,9238870.501
6,pottery,non-soil,667067.0806,9238770.529
4,pottery,non-soil,667063.3539,9238773.259
4,pottery,non-soil,667064.2189,9238771.446
4,pottery,non-soil,667069.1226,9238772.367
6,pottery,non-soil,667072.1455,9238769.147
5,pottery,non-soil,667089.4367,9238787.354
3,pottery,non-soil,667188.4393,9237722.286
3,pottery,non-soil,667239.1282,9238315.845
-1,slag,non-soil,666946.8604,9239276.014
4,pottery,non-soil,667062.0174,9238770.753
5,pottery,non-soil,667070.2839,9238762.286
4,pottery,non-soil,667069.7567,9238800.032
-1,pottery,non-soil,667074.211,9238766.386
6,pottery,non-soil,667073.7164,9238772.59
4,pottery,non-soil,667071.4189,9238767.368
3,pottery,non-soil,667156.5502,9237748.006
-1,soil,soil,,
4,pottery,non-soil,667089.215,9238787.965
1,pottery,non-soil,667255.5532,9238425.683
5,pottery,non-soil,667071.4745,9238766.114
5,pottery,non-soil,667088.5658,9238783.346
6,pottery,non-soil,667067.9652,9238805.26
-1,slag,non-soil,666918.4304,9239238.411
1,pottery,non-soil,667079.9952,9238872.391
5,pottery,non-soil,667096.17,9238784.122
5,pottery,non-soil,667071.5643,9238802.491
3,pottery,non-soil,667296.5725,9238576.536
6,pottery,non-soil,667092.4738,9238791.905
3,pottery,non-soil,667110.7762,9238861.337
-1,metal,non-soil,667248.7834,9239137.213
-1,pottery,non-soil,667345.9782,9238588.719
5,pottery,non-soil,667100.7647,9238791.599
5,pottery,non-soil,667066.6271,9238773.716
5,pottery,non-soil,667093.7542,9238783.637
-1,soil,soil,667097.9918,9238799.833
4,pottery,non-soil,667070.9448,9238761.929
3,pottery,non-soil,667073.3992,9238764.087
3,pottery,non-soil,667299.1241,9238318.887
5,pottery,non-soil,667094.2551,9238793.253
4,pottery,non-soil,667068.891,9238803.118
5,pottery,non-soil,667073.6372,9238769.178
6,pottery,non-soil,667093.9012,9238792.576
6,pottery,non-soil,667071.7327,9238766.43
6,pottery,non-soil,667090.424,9238789.571
6,pottery,non-soil,667070.7815,9238773.275
3,pottery,non-soil,667087.0001,9238862.699
5,pottery,non-soil,667068.3065,9238800.996
3,pottery,non-soil,667164.5484,9238045.506
0,pottery,non-soil,667096.3721,9238890.376
4,pottery,non-soil,667092.8722,9238784.6
3,pottery,non-soil,667370.3629,9238544.906
4,pottery,non-soil,667071.7236,9238799.777
-1,pottery,non-soil,667166.4065,9238043.494
6,pottery,non-soil,667109.7601,9238701.964
6,pottery,non-soil,667091.8435,9238793.873
4,pottery,non-soil,667091.9444,9238792.088
4,pottery,non-soil,667073.899,9238768.25
-1,pottery,non-soil,667103.7051,9238694.666
6,pottery,non-soil,667070.39,9238767.301
4,pottery,non-soil,667072.8178,9238772.672
3,pottery,non-soil,667029.2543,9238716.621
3,pottery,non-soil,666946.0808,9238701.856
4,pottery,non-soil,667072.3519,9238760.412
6,pottery,non-soil,667072.2902,9238772.362
6,pottery,non-soil,667090.5489,9238795.479
5,soil,soil,667068.5965,9238769.803
6,pottery,non-soil,667062.5373,9238769.79
5,pottery,non-soil,667070.3275,9238768.741
-1,soil,soil,,
4,pottery,non-soil,667069.9469,9238772.57
6,pottery,non-soil,667094.193,9238789.107
6,pottery,non-soil,667095.672,9238784.99
4,pottery,non-soil,667091.0491,9238794.101
7,soil,soil,667099.2426,9238678.613
6,pottery,non-soil,667092.3176,9238788.108
3,pottery,non-soil,667101.3491,9238878.622
5,pottery,non-soil,667070.54,9238770.98
3,pottery,non-soil,667259.3474,9238217.257
3,pottery,non-soil,667135.5724,9237873.715
-1,slag,non-soil,666972.6512,9239248.131
6,pottery,non-soil,667095.7077,9238784.744
6,pottery,non-soil,667093.2823,9238789.061
6,pottery,non-soil,667091.593,9238790.384
4,pottery,non-soil,667072.4695,9238771.843
7,soil,soil,667092.6795,9238882.983
5,pottery,non-soil,667068.6818,9238770.734
-1,pottery,non-soil,667226.3265,9238185.372
-1,slag,non-soil,666937.605,9239312.425
6,pottery,non-soil,667090.2777,9238787.262
3,pottery,non-soil,667431.8625,9238667.452
6,pottery,non-soil,667094.6179,9238791.449
3,pottery,non-soil,667390.7788,9238702.01
6,pottery,non-soil,667065.5373,9238769.287
-1,slag,non-soil,666939.514,9239317.103
4,pottery,non-soil,667062.9868,9238772.624
5,pottery,non-soil,667068.1111,9238771.068
-1,slag,non-soil,666935.7141,9239283.756
4,pottery,non-soil,667068.4901,9238770.527
6,pottery,non-soil,667064.1696,9238768.747
6,pottery,non-soil,667075.0061,9238770.907
-1,metal,non-soil,667253.8443,9239148.611
6,pottery,non-soil,667071.6553,9238769.687
3,pottery,non-soil,667093.8058,9238864.954
7,soil,soil,667091.5731,9238798.797
5,pottery,non-soil,667067.5072,9238773.537
4,pottery,non-soil,667071.3359,9238771.019
-1,slag,non-soil,666923.183,9239275.224
6,pottery,non-soil,667074.9191,9238770.707
5,pottery,non-soil,667072.6132,9238772.794
5,pottery,non-soil,667062.1965,9238771.829
1,pottery,non-soil,667091.3036,9238863.089
3,pottery,non-soil,667068.9648,9238810.296
6,pottery,non-soil,667069.9334,9238770.418
6,pottery,non-soil,667089.8963,9238792.917
7,soil,soil,666948.6763,9238700.811
5,pottery,non-soil,667051.3778,9238762.856
6,pottery,non-soil,667095.2892,9238794.228
-1,soil,soil,667074.4862,9238771.259
-1,slag,non-soil,666919.2437,9239288.649
-1,soil,soil,667089.3277,9238792.526
4,pottery,non-soil,667043.0068,9238764.905
7,soil,soil,666943.6971,9238698.308
4,pottery,non-soil,667093.4315,9238793.812
6,pottery,non-soil,667073.3804,9238760.431
5,pottery,non-soil,667093.2999,9238786.406
2,pottery,non-soil,667071.2422,9238770.668
4,pottery,non-soil,667073.0922,9238771.187
7,soil,soil,667094.9005,9238805.124
1,pottery,non-soil,667084.48,9238784.056
5,pottery,non-soil,667064.3473,9238772.951
5,pottery,non-soil,667071.393,9238767.857
3,pottery,non-soil,667084.48,9238784.056
4,pottery,non-soil,667067.388,9238806.796
4,pottery,non-soil,667064.2147,9238768.036
4,pottery,non-soil,667073.4167,9238762.123
4,pottery,non-soil,667074.0156,9238771.373
7,metal,non-soil,667288.4369,9239112.108
5,pottery,non-soil,667073.6608,9238764.693
5,pottery,non-soil,667094.714,9238795.39
-1,soil,soil,666949.7153,9238698.869
2,pottery,non-soil,667103.4565,9238692.621
5,pottery,non-soil,667095.0787,9238790.7
5,pottery,non-soil,667071.2784,9238772.741
3,pottery,non-soil,667177.7451,9237897.507
4,pottery,non-soil,667072.1135,9238802.372
6,pottery,non-soil,667067.5613,9238803.88
4,pottery,non-soil,667067.3468,9238772.91
4,pottery,non-soil,667061.8894,9238769.461
-1,pottery,non-soil,667091.2361,9238789.256
6,pottery,non-soil,667094.9301,9238789.916
4,pottery,non-soil,667094.0608,9238790.006
5,pottery,non-soil,667073.819,9238769.186
7,slag,non-soil,666954.8368,9239293.797
5,pottery,non-soil,667073.2914,9238771.441
5,pottery,non-soil,667072.7204,9238771.594
2,soil,soil,667088.687,9238785.186
6,pottery,non-soil,667071.6426,9238767.983
6,pottery,non-soil,667069.8087,9238800.562
3,pottery,non-soil,666948.3016,9238698.966
6,pottery,non-soil,667094.9017,9238794.034
-1,pottery,non-soil,667062.8585,9238769.329
3,pottery,non-soil,667112.0155,9238858.381
4,pottery,non-soil,667075.144,9238772.542
4,pottery,non-soil,667056.386,9238792.418
6,pottery,non-soil,667066.7064,9238770.452
5,pottery,non-soil,667093.432,9238793.772
5,pottery,non-soil,667062.3129,9238773.971
-1,slag,non-soil,666957.1328,9239300.813
2,pottery,non-soil,667090.5456,9238793.652
6,pottery,non-soil,667067.2589,9238773.371
4,pottery,non-soil,667074.4957,9238769.13
3,pottery,non-soil,667119.635,9237987.482
5,pottery,non-soil,667073.949,9238762.372
-1,pottery,non-soil,667046.6996,9238782.568
3,pottery,non-soil,667418.2221,9238728.847
6,pottery,non-soil,667071.9559,9238766.696
-1,slag,non-soil,666952.2526,9239261.024
6,pottery,non-soil,667075.2275,9238771.242
4,pottery,non-soil,667065.7053,9238770.283
3,pottery,non-soil,667026.9627,9238724.316
6,pottery,non-soil,667063.5813,9238769.524
3,pottery,non-soil,667332.3424,9238457.098
2,soil,soil,667063.6537,9238772.602
4,pottery,non-soil,667094.9358,9238793.442
6,pottery,non-soil,667092.233,9238795.689
0,pottery,non-soil,666944.1857,9238698.247
7,soil,soil,667095.2575,9238798.621
5,pottery,non-soil,667071.887,9238768.676
5,pottery,non-soil,667091.9684,9238790.135
6,pottery,non-soil,667073.8723,9238769.65
3,pottery,non-soil,667113.5552,9238854.143
5,pottery,non-soil,667093.497,9238792.323
4,pottery,non-soil,667072.1902,9238762.032
-1,soil,soil,667105.8986,9238686.133
6,pottery,non-soil,667073.2163,9238771.664
6,pottery,non-soil,667066.063,9238815.232
6,pottery,non-soil,667070.7196,9238771.057
4,pottery,non-soil,667104.5369,9238690.331
4,pottery,non-soil,667096.2099,9238784.455
3,pottery,non-soil,667029.2543,9238716.621
-1,slag,non-soil,666962.7729,9239314.607
-1,metal,non-soil,667283.3204,9239137.004
3,pottery,non-soil,667143.5069,9237887.627
3,pottery,non-soil,667056.386,9238792.418
5,pottery,non-soil,667062.1672,9238810.725
6,pottery,non-soil,667094.5582,9238788.834
4,pottery,non-soil,667091.4108,9238792.167
5,pottery,non-soil,667062.8153,9238773.574
5,pottery,non-soil,667062.717,9238773.248
5,pottery,non-soil,667064.2514,9238798.646
5,pottery,non-soil,667074.3439,9238771.592
6,pottery,non-soil,667068.1611,9238770.909
-1,pottery,non-soil,667089.6006,9238787.108
6,pottery,non-soil,667073.3365,9238766.397
5,pottery,non-soil,667071.9569,9238767.653
3,pottery,non-soil,667029.2543,9238716.621
-1,pottery,non-soil,667103.3641,9238859.151
2,soil,soil,667090.1481,9238788.659
4,pottery,non-soil,667090.9615,9238789.705
5,pottery,non-soil,667071.9205,9238772.19
5,pottery,non-soil,667062.8001,9238771.556
5,pottery,non-soil,667068.1325,9238767.629
7,soil,soil,666945.8535,9238701.341
6,pottery,non-soil,667068.5865,9238767.386
4,pottery,non-soil,667105.2232,9238692.913
5,pottery,non-soil,667071.4931,9238768.357
5,pottery,non-soil,667090.6325,9238784.685
3,pottery,non-soil,667083.1014,9238864.165
5,pottery,non-soil,667073.803,9238769.419
-1,slag,non-soil,666961.0318,9239313.525
3,pottery,non-soil,667029.2543,9238716.621
-1,slag,non-soil,666967.7087,9239251.23
5,pottery,non-soil,667069.6406,9238767.989
6,pottery,non-soil,667092.2777,9238795.384
6,pottery,non-soil,667074.8941,9238771.814
6,pottery,non-soil,667092.064,9238787.426
3,pottery,non-soil,667245.6545,9238278.273
4,pottery,non-soil,667105.3159,9238686.568
4,pottery,non-soil,667070.4121,9238769.341
4,pottery,non-soil,667091.8664,9238792.726
3,pottery,non-soil,667084.48,9238784.056
5,pottery,non-soil,667074.4601,9238771.467
5,pottery,non-soil,667093.4146,9238788.059
4,pottery,non-soil,667072.7863,9238772.823
-1,slag,non-soil,666918.3352,9239262.4
6,pottery,non-soil,667063.9485,9238772.789
6,pottery,non-soil,667073.5796,9238772.268
6,pottery,non-soil,667062.8384,9238772.585
3,pottery,non-soil,667150.1625,9237960.008
6,pottery,non-soil,667088.1401,9238784.153
5,pottery,non-soil,667068.1579,9238805.395
3,pottery,non-soil,667155.1762,9238103.651
4,pottery,non-soil,667094.1093,9238793.497
4,pottery,non-soil,667095.5272,9238792.411
4,pottery,non-soil,667074.0372,9238760.027
3,pottery,non-soil,667086.7387,9238908.67
1,pottery,non-soil,667114.1998,9238857.835
-1,soil,soil,,
3,pottery,non-soil,667182.3277,9238071.214
5,pottery,non-soil,667062.5707,9238773.375
6,pottery,non-soil,667073.3159,9238765.224
5,pottery,non-soil,667094.0794,9238789.672
5,pottery,non-soil,667091.2007,9238785.983
5,pottery,non-soil,667072.031,9238770.043
7,soil,soil,667092.4606,9238805.134
-1,slag,non-soil,666951.105,9239302.552
5,pottery,non-soil,667069.8348,9238759.279
4,pottery,non-soil,667074.2815,9238763.875
4,pottery,non-soil,667066.1488,9238768.761
6,pottery,non-soil,667073.6366,9238760.647
3,pottery,non-soil,667084.48,9238784.056
6,pottery,non-soil,667093.4164,9238788.634
7,soil,soil,667092.4226,9238796.896
3,pottery,non-soil,667454.4528,9238708.19
3,pottery,non-soil,667093.7324,9238865.259
5,pottery,non-soil,667092.5424,9238788.539
-1,slag,non-soil,666943.5717,9239282.924
5,pottery,non-soil,667091.1352,9238794.247
4,pottery,non-soil,667071.8328,9238763.2
5,pottery,non-soil,667094.1612,9238785.826
6,pottery,non-soil,667090.3372,9238795.319
5,pottery,non-soil,667090.7593,9238791.733
3,pottery,non-soil,667151.1841,9237795.662
5,pottery,non-soil,667064.5437,9238771.594
5,pottery,non-soil,667073.7156,9238769.632
5,pottery,non-soil,667072.0446,9238761.342
5,pottery,non-soil,667072.1668,9238764.183
5,pottery,non-soil,667094.7718,9238788.903
4,pottery,non-soil,667093.2075,9238785.232
2,pottery,non-soil,667111.3629,9238688.399
6,pottery,non-soil,667072.4089,9238770.968
6,pottery,non-soil,667070.9654,9238766.478
3,pottery,non-soil,667078.5604,9238863.269
-1,metal,non-soil,667253.012,9239146.875
5,pottery,non-soil,667092.5662,9238783.911
